Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Singh V., Patade A., Pawar G., Hadsul D.","57686795200;57836387300;57835906700;57218213552;","trAIner - An AI Fitness Coach Solution",2022,"2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022",,,,"","",,,"10.1109/I2CT54291.2022.9824511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135615924&doi=10.1109%2fI2CT54291.2022.9824511&partnerID=40&md5=cdfc96e8737aa493ba741f00dea4cfd7","Fr. Conceicao Rodrigues Institute of Technology, Department of Information Technology, Navi Mumbai, India","Singh, V., Fr. Conceicao Rodrigues Institute of Technology, Department of Information Technology, Navi Mumbai, India; Patade, A., Fr. Conceicao Rodrigues Institute of Technology, Department of Information Technology, Navi Mumbai, India; Pawar, G., Fr. Conceicao Rodrigues Institute of Technology, Department of Information Technology, Navi Mumbai, India; Hadsul, D., Fr. Conceicao Rodrigues Institute of Technology, Department of Information Technology, Navi Mumbai, India","Physical activity and exercise can have immediate and long-term health benefits. But when it comes to working out, form is the most important thing. Poor form places undue emphasis on muscles, tendons, and ligaments, leading to strains and sprains. Good form reduces overcompensation and the likelihood of injury. This is one of the many reasons why people work under the guidance of a trainer. Whether one wants to develop an individualised program, or simply feel that they would benefit from the additional accountability, a personal trainer can be a great resource. Online coaching and virtual training have emerged as a staple in the fitness industry. Owing to technological advancements, with a suitable application, one can get constant reminders and a much-needed drive to focus more on fitness and nutrition. Over the years, AI has spread its roots in almost every functional area of business.Pose estimation is among the most popular solutions that AI has to offer; it is used to determine the position and orientation of the human body given an image containing a person. Our goal is to implement an automated fitness coach solution which performs all the tasks of a physical personal trainer. The app obtains users' motion data by the use of a webcam, and then applies human pose estimation assisted with repetition counting and form evaluation via voice based real time feedback. © 2022 IEEE.","Artificial Intelligence; fitness; form evaluation; pose estimation; voice feedback","Digital storage; Fitness; Form evaluation; Health benefits; Physical activity; Physical exercise; Pose-estimation; Strains and sprains; Technological advancement; Virtual training; Voice feedback; Health",Conference Paper,"Final","",Scopus,2-s2.0-85135615924
"Nitin Rajadhyaksha C., Saini J.R.","57836152000;55535054500;","Robotic Process Automation for Software Project Management",2022,"2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022",,,,"","",,,"10.1109/I2CT54291.2022.9823972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135613840&doi=10.1109%2fI2CT54291.2022.9823972&partnerID=40&md5=ac84b2ce8594ee20927c137cae2a130f","Symbiosis International (Deemed University), Symbiosis Institute of Computer Studies and Research, Pune, India","Nitin Rajadhyaksha, C., Symbiosis International (Deemed University), Symbiosis Institute of Computer Studies and Research, Pune, India; Saini, J.R., Symbiosis International (Deemed University), Symbiosis Institute of Computer Studies and Research, Pune, India","The technology is developing rapidly; people and businesses are using these new trends to make profits. One such trend is Robot Process Automation or RPA, according to Market research future states that many industries will reap the benefits of RPA and it is estimated that there will be a confirm rise for the RPA market with a CAGR (compound annual growth rate) of 29% between 2017-2023. Owing to the pandemic situation in 2020 and 2021 the use of softwares have drastically increased, softwares now a days are getting more and more complex and the time for developing these is comparatively less taking into consideration the competition within the industry. Using robotic process automation in different areas in software project management can help in reducing the time that is required for doing the repetitive tasks and help in increasing efficiency and productivity in the organization. This paper focuses on different areas of software project management where RPA can be used for making the process of software project management more efficient. © 2022 IEEE.","Artificial Intelligence (AI); Machine Learning (ML); Natural Language Processing (NPL); Robotic Process Automation (RPA); Screen Scraping; Software Development Life Cycle (SDLC); Software Project Management","Commerce; Competition; Life cycle; Market Research; Natural language processing systems; Process control; Project management; Robotics; Software design; Artificial intelligence; Language processing; Machine learning; Machine-learning; Natural language processing (NPL); Natural languages; Process automation; Robotic process automation; Screen scrapings; Software development life cycle; Software development life-cycle; Software project management; Learning algorithms",Conference Paper,"Final","",Scopus,2-s2.0-85135613840
"Leitao P., Karnouskos S.","35584388900;55888081000;","The emergence of ethics engineering in Industrial Cyber-Physical Systems",2022,"Proceedings - 2022 IEEE 5th International Conference on Industrial Cyber-Physical Systems, ICPS 2022",,,,"","",,,"10.1109/ICPS51978.2022.9816931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135612826&doi=10.1109%2fICPS51978.2022.9816931&partnerID=40&md5=4719c49ac9492cd87849e48b041f81da","Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politecnico de Bragança, Bragança, 5300-253, Portugal; Sap, Walldorf, Germany","Leitao, P., Research Centre in Digitalization and Intelligent Robotics (CeDRI), Instituto Politecnico de Bragança, Bragança, 5300-253, Portugal; Karnouskos, S., Sap, Walldorf, Germany","Artificial Intelligence (AI) is being successfully adopted in innovative industrial applications in different sectors, e.g., manufacturing, logistics, healthcare, smart grids, and smart transportation. However, the potential direct or indirect threats of using AI are not sufficiently investigated in these domains, and as a result, unwanted vulnerabilities are introduced in industrial applications, e.g., related to business info leakage, privacy, and even undesired/false training and learning of personnel and automated processes. The ethical dimension is new ground for most industrial applications and poses a significant challenge in AI systems overall, and especially for complex Industrial Cyber-Physical Systems (ICPS), which are based on collective intelligence and exhibit autonomy, emergence and self-organization. This work discusses the importance and implications of ethics in industrial AI-based systems such as the ICPS. For this purpose, the concept of ethics in such intelligent systems is surveyed and characterized using a bibliometric literature review, and then, areas linked to ethics, as well as the main challenges for engineering ethically compliant ICPS are discussed. © 2022 IEEE.",,"Automation; Embedded systems; Intelligent systems; Personnel training; Philosophical aspects; Artificial intelligence systems; Automated process; Bibliometric; Collective intelligences; Cybe-physical systems; Cyber-physical systems; Literature reviews; Manufacturing logistics; Self organizations; Smart grid; Cyber Physical System",Conference Paper,"Final","",Scopus,2-s2.0-85135612826
"Kliestik T., Novak A., Lăzăroiu G.","26323322300;9241050100;55877639100;","Live Shopping in the Metaverse: Visual and Spatial Analytics, Cognitive Artificial Intelligence Techniques and Algorithms, and Immersive Digital Simulations",2022,"Linguistic and Philosophical Investigations","21",,,"187","202",,4,"10.22381/lpi21202212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135593284&doi=10.22381%2flpi21202212&partnerID=40&md5=cf1122e1d541cd3095877e00f76f8cc6","Faculty of Operation and Economics of Transport and Communications, Department of Economics, University of Zilina, Zilina, Slovakia; The Institute of Smart Big Data Analytics, New York, NY, United States; Spiru Haret University, Bucharest, Romania","Kliestik, T., Faculty of Operation and Economics of Transport and Communications, Department of Economics, University of Zilina, Zilina, Slovakia; Novak, A., Faculty of Operation and Economics of Transport and Communications, Department of Economics, University of Zilina, Zilina, Slovakia; Lăzăroiu, G., The Institute of Smart Big Data Analytics, New York, NY, United States, Spiru Haret University, Bucharest, Romania","The purpose of this study is to examine live shopping in the metaverse in terms of visual and spatial analytics, cognitive artificial intelligence techniques and algorithms, and immersive digital simulations. In this article, we cumulate previous research findings indicating that retail analytics can build brand awareness and improve operational performance across shared virtual environments by customizing user experiences. We contribute to the literature on retail business models in the metaverse environment by showing that cognitive artificial intelligence techniques and algorithms can be pivotal in virtual commerce by enhancing digital shopping experience through location data. Throughout March 2022, we performed a quantitative literature review of the Web of Science, Scopus, and ProQuest databases, with search terms including “metaverse” + “live shopping,” “visual analytics,” “spatial analytics,” “cognitive artificial intelligence techniques and algorithms,” and “immersive digital simulations.” As we inspected research published between 2021 and 2022, only 89 articles satisfied the eligibility criteria. By eliminating controversial findings, outcomes unsubstantiated by replication, too imprecise material, or having similar titles, we decided upon 20, generally empirical, sources. Data visualization tools: Dimensions (bibliometric mapping) and VOSviewer (layout algorithms). Reporting quality assessment tool: PRISMA. Methodological quality assessment tools include: AXIS, Dedoose, MMAT, and SRDR. © 2022, Addleton Academic Publishers. All rights reserved.","analytics; immersive; metaverse; shopping; spatial; visual",,Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85135593284
"Dongkwon H., Doopyo K., Sungbo K.","57834662400;57834141100;57834534700;","Guidelines for Data Construction when Estimating Traffic Volume based on Artificial Intelligence using Drone Images",2022,"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography","40","3",,"147","157",,,"10.7848/ksgpc.2022.40.3.147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135574232&doi=10.7848%2fksgpc.2022.40.3.147&partnerID=40&md5=ee9bc931e06a03e1d31269808ed73ca2","Dept. of Future Energy Engineering, Division of Environmental and Energy Engineering, Dong-A University, South Korea; Dept. of Civil Engineering, Dong-A University, South Korea; Dept. of Drone & Spatial Information Engineering, Youngsan University, South Korea","Dongkwon, H., Dept. of Future Energy Engineering, Division of Environmental and Energy Engineering, Dong-A University, South Korea; Doopyo, K., Dept. of Civil Engineering, Dong-A University, South Korea; Sungbo, K., Dept. of Drone & Spatial Information Engineering, Youngsan University, South Korea","Recently, many studies have been conducted to analyze traffic or object recognition that classifies vehicles through artificial intelligence-based prediction models using CCTV (Closed Circuit TeleVision)or drone images. In order to develop an object recognition deep learning model for accurate traffic estimation, systematic data construction is required, and related standardized guidelines are insufficient. In this study, previous studies were analyzed to derive guidelines for establishing artificial intelligence-based training data for traffic estimation using drone images, and business reports or training data for artificial intelligence and quality management guidelines were referenced. The guidelines for data construction are divided into data acquisition, preprocessing, and validation, and guidelines for notice and evaluation index for each item are presented. The guidelines for data construction aims to provide assistance in the development of a robust and generalized artificial intelligence model in analyzing the estimation of road traffic based on drone image artificial intelligence. © 2022 Korean Society of Surveying. All rights reserved.","Artificial Intelligence; Deep Learning; Drone Images; Guidelines for Data Construction; Object Recognition; Traffic","artificial intelligence; data acquisition; estimation method; image analysis; learning; traffic congestion",Article,"Final","",Scopus,2-s2.0-85135574232
"Hashim M., Dehraj P.","57206505461;57202717731;","A Survey on Autonomous Vehicles",2022,"Lecture Notes on Data Engineering and Communications Technologies","132",,,"277","292",,,"10.1007/978-981-19-2347-0_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135537746&doi=10.1007%2f978-981-19-2347-0_21&partnerID=40&md5=621e21a7107c50e966faba7882ac50f0","Noida Institute of Engineering and Technology, Greater Noida, India","Hashim, M., Noida Institute of Engineering and Technology, Greater Noida, India; Dehraj, P., Noida Institute of Engineering and Technology, Greater Noida, India","Autonomous vehicles are the group of vehicles that do not or partially need a human driver to drive them. So, they are also known as driverless or robotic vehicles. Despite the name or group or size of vehicles, the purpose behind the technology is same. Besides the rapid development in technology of autonomous vehicles, the experiments have been started in early 1920 and due to lack of highly powerful computing devices, they were just controlled by radio wave technologies popularly known as remotes. Then, later on, the research and development took its speed in 1950 with the development of computers. But, nowadays with the development of highly powerful and cost-efficient computing hardware GPU the enhancement in technology becomes so rapid that it is updating day by day and becoming capable of concurring every aspect of human drivers’ skills. AI and Machine Learning algorithms are being developed to train the model for autonomous driving over huge amount of recorded driving data of human drivers. As the time goes on these models started mimicking drivers’ behavior and improves it day by day. So, as these Autonomous driving getting normalize and passing various parameters for driving the automobile industries saw a large potential for business and profit in autonomous vehicles leading the giant companies (Waymo Google, Tesla, Volvo, Renault, Uber, Toyota, Audi, Mercedes-Benz, Nissan, General Motors, Bosch and Continental's motors) started developing Level-3 Autonomous vehicles and released in 2020. By the rigorous development and solving challenges, autonomous vehicles are becoming our irreplaceable need for future. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Artificial intelligence; Autonomous vehicles; Machine learning","Automotive industry; Digital storage; Driver training; Learning algorithms; Machine learning; Autonomous driving; Autonomous Vehicles; Computing devices; Cost-efficient; Driverless; Human drivers; Machine-learning; Research and development; Robotic vehicles; Wave technologies; Autonomous vehicles",Book Chapter,"Final","",Scopus,2-s2.0-85135537746
"Lohani K., Bhardwaj P., Atrey A., Kumar S., Tomar R.","57567562500;57566764100;57833233700;57738950800;56160523400;","Applications of Artificial Intelligence in IT Disaster Recovery",2022,"Lecture Notes on Data Engineering and Communications Technologies","132",,,"663","677",,,"10.1007/978-981-19-2347-0_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135536174&doi=10.1007%2f978-981-19-2347-0_52&partnerID=40&md5=2b381e69e5e14c4937e929f0da7a65cb","School of Computer Science, University of Petroleum and Energy Studies (UPES), Uttarakhand, Dehradun, 248007, India; IIMT Group of Colleges, Greater Noida, India","Lohani, K., School of Computer Science, University of Petroleum and Energy Studies (UPES), Uttarakhand, Dehradun, 248007, India; Bhardwaj, P., School of Computer Science, University of Petroleum and Energy Studies (UPES), Uttarakhand, Dehradun, 248007, India; Atrey, A., School of Computer Science, University of Petroleum and Energy Studies (UPES), Uttarakhand, Dehradun, 248007, India; Kumar, S., IIMT Group of Colleges, Greater Noida, India; Tomar, R., School of Computer Science, University of Petroleum and Energy Studies (UPES), Uttarakhand, Dehradun, 248007, India","Artificial intelligence (AI) changed several industries and processes over the last decade. One such process is disaster recovery (DR) planning to ensure business continuity in an adverse event. Over the past decade, computing power has grown tremendously. At the same time, AI has also grown, making it possible to have complex real-time analytics, which was previously difficult, making time-sensitive applications such as DR management possible. AI can automate the disaster recovery processes and ensure a quick initiation of the disaster recovery plan in case of an adverse event by shifting the critical operations to a secondary site, issuing automatic alerts to the corresponding administrator, and providing insights to deal with the situation. Consequently, using AI to implement a DR plan can be a practical move. Utilizing AI instead of manual processes to initiate the DR plan ensures faster initiation, reliability, and availability. This paper discusses the possible use cases for utilizing AI in DR workflow to ensure business continuity. Moreover, possible use cases for three phases of disaster recovery workflow, pre-disaster, implementation, and the aftermath, will be discussed. Furthermore, potential benefits and challenges of utilizing AI in the disaster management workflow will be highlighted. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Artificial intelligence; Backup; Business continuity; Disaster recovery; Downtime","Disaster prevention; Disasters; Recovery; Adverse events; Backup; Business continuity; Computing power; Disaster recovery; Disaster recovery plan; Downtime; Real-time analytics; Recovery planning; Work-flows; Artificial intelligence",Book Chapter,"Final","",Scopus,2-s2.0-85135536174
"Tedyyana A., Sivakumar G., Kumar A., Velayudham A., Pavithra M., Gangodkar D.","57200088291;57432315300;57221102127;57320368400;57212407577;47561298700;","A Framework for Big Data Analytics with Wireless Communication of Network, Internet of Things and Cyber Security",2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,"1225","1230",,,"10.1109/ICACITE53722.2022.9823802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135499024&doi=10.1109%2fICACITE53722.2022.9823802&partnerID=40&md5=c0c8a3709bae7624ae0d0f76c40a3a0e","Politeknik Negeri Bengkalis, Department of Informatics Engineering, Indonesia; Electronics and Communication Engineering Ramco Institute of Technology, Rajapalayam, India; Uit, Uttaranchal University, Dehradun, India; Jansons Institute of Technology, Department of Computer Science and Engineering, Karumathampatti, Coimbatore, India; Graphic Era Deemed to Be University, Department of Computer Science & Engineering, Uttarakhand, Dehradun, India","Tedyyana, A., Politeknik Negeri Bengkalis, Department of Informatics Engineering, Indonesia; Sivakumar, G., Electronics and Communication Engineering Ramco Institute of Technology, Rajapalayam, India; Kumar, A., Uit, Uttaranchal University, Dehradun, India; Velayudham, A., Jansons Institute of Technology, Department of Computer Science and Engineering, Karumathampatti, Coimbatore, India; Pavithra, M., Jansons Institute of Technology, Department of Computer Science and Engineering, Karumathampatti, Coimbatore, India; Gangodkar, D., Graphic Era Deemed to Be University, Department of Computer Science & Engineering, Uttarakhand, Dehradun, India","Nowadays, big data is being implemented in various fields due to its advantages in risk management, healthcare and other business fields. The conventional big data analytics system is not highly promising for implementation in every system. Therefore, the developers are integrating the Internet of Things (IoT), wireless communication and cyber security systems to strengthen the capability of big data analytics. The current research has explained the framework for big data analytics with IoT, wireless communication and cyber security. Initially, past literature was explained, and then, the research methodology has been described. Primary survey-based research has been conducted with 54 data analysis experts to understand the framework of big data, its applications and solutions for cyber security-based issues. Findings showed that a VPN system with a firewall is a great choice for preventing external attacks. Moreover, as the primary data suggested the use of encryption systems, the researchers used SHA-256 ('Secure Hashing Algorithm') for protecting the collected big data. Internet of Things (IoT) devices is used for collecting customer and operational data. After that, the data is collected via a wireless network and transferred to the respective access points. Users can access the data from access points and can generate meaningful information for executing various purposes. © 2022 IEEE.","Artificial Intelligence; Big data analytics; Internet of Things; Machine Learning; security","Advanced Analytics; Big data; Cryptography; Cybersecurity; Data communication systems; Information management; Internet of things; Machine learning; Network security; Risk management; Access points; Analytics systems; Big data analytic; Communications security; Cyber security; Data analytics; Machine-learning; Risks management; Security; Wireless communications; Data Analytics",Conference Paper,"Final","",Scopus,2-s2.0-85135499024
"Panduro-Ramirez J., Khurana S., Othman B., Lourens M., Ruiz-Salazar J.M., Almashaqbeh H.A.","57219417524;57704826000;57217997090;56005520200;57223444687;57755393300;","Role of Integrated Artificial Intelligence for Knowledge Creation and Decision Making for Improving Firm Performance",2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,"2379","2383",,,"10.1109/ICACITE53722.2022.9823858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135498372&doi=10.1109%2fICACITE53722.2022.9823858&partnerID=40&md5=e43c2968e741fcc2dab0d28daa2d06e2","Universidad Tecnológica del Perú, Business Department, Peru; University Institute of Media Studies, Chandigarh University, Punjab, Mohali, India; Business Administration, Koya Technical Institute, Erbil Polytechnic University, Erbil, Iraq; College of Administration and Economics, Nawroz University, Department of Business Administration, Duhok, Iraq; Durban University of Technology, Department of Human Resources Management, South Africa; Universidad Privada Del Norte, Economic Department; Okan University, Istanbul, Turkey","Panduro-Ramirez, J., Universidad Tecnológica del Perú, Business Department, Peru; Khurana, S., University Institute of Media Studies, Chandigarh University, Punjab, Mohali, India; Othman, B., Business Administration, Koya Technical Institute, Erbil Polytechnic University, Erbil, Iraq, College of Administration and Economics, Nawroz University, Department of Business Administration, Duhok, Iraq; Lourens, M., Durban University of Technology, Department of Human Resources Management, South Africa; Ruiz-Salazar, J.M., Universidad Privada Del Norte, Economic Department; Almashaqbeh, H.A., Okan University, Istanbul, Turkey","The present research shed light on the decision-making process of businesses based on integrated AI technology. The technology is very helpful in searching and gathering accurate business information which could further be used in the performance improvement of the business. Moreover, the research depicted several applications of AI technology and the percentage of companies that used such technologies in their business for the motive of performance improvement by achieving all their predetermined objectives of the business. © 2022 IEEE.","decision-making; information; Integrated AI; performance","AI Technologies; Applications of AI; Business information; Decision-making process; Decisions makings; Firm Performance; Information; Integrated AI; Knowledge creations; Performance; Decision making",Conference Paper,"Final","",Scopus,2-s2.0-85135498372
"Umamaheswaran S.K., Munagala N.K., Mishra D., Othman B., Sinthu S., Tripathi V.","57577852000;57832471900;57191286498;57217997090;57831978000;56539389500;","The role of implementing Machine Learning approaches in enhancing the effectiveness of HealthCare service",2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,"1922","1926",,,"10.1109/ICACITE53722.2022.9823656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135480894&doi=10.1109%2fICACITE53722.2022.9823656&partnerID=40&md5=2d140df717bf4fa0e17243c3e0e91d26","Sri Sai Ram Engineering College, Department of Mathematics, TN, Chennai, India; Gitam Deemed to Be University, Department of Electrical Electronics and Communication Engineering, Andhra Pradesh, Visakhapatnam, India; G.L. Bajaj Institute of Technology and Management, Department of Computer Science and Engineering, UP, Greater Noida, India; Erbil Polytechnic University, Koya Technical Institute, Erbil, Iraq; Nawroz University, College of Administration and Economics, Department of Business Administration, Duhok, Iraq; Department of English, M. Kumarasamy College of Engineering(Autonomous), Tamilnadu, Karur, India; Graphic Era Deemed to Be University, Department of Computer Science & Engineering, Uttarakhand, Dehradun, India","Umamaheswaran, S.K., Sri Sai Ram Engineering College, Department of Mathematics, TN, Chennai, India; Munagala, N.K., Gitam Deemed to Be University, Department of Electrical Electronics and Communication Engineering, Andhra Pradesh, Visakhapatnam, India; Mishra, D., G.L. Bajaj Institute of Technology and Management, Department of Computer Science and Engineering, UP, Greater Noida, India; Othman, B., Erbil Polytechnic University, Koya Technical Institute, Erbil, Iraq, Nawroz University, College of Administration and Economics, Department of Business Administration, Duhok, Iraq; Sinthu, S., Department of English, M. Kumarasamy College of Engineering(Autonomous), Tamilnadu, Karur, India; Tripathi, V., Graphic Era Deemed to Be University, Department of Computer Science & Engineering, Uttarakhand, Dehradun, India","'Machine Learning' (ML) is a useful technology for extracting information from 'Internet of Things' (IoT) data. These hybrid systems intelligently improve decision-making in a variety of fields, including education, business, healthcare as well as security. IoT can use machine learning to decipher hidden patterns in large amounts of data, allowing for better forecasting and recommendation engines. In healthcare, ML is utilised for disease assessment and treatment predictions, as well as target discovery and verification, pharmaceutical product development, biomarker recognition, and pathogenesis. Government expenditure on healthcare has achieved an all-time peak, despite the obvious need for improved patient-physician communication. In the areas of smartphone applications, computer appliances, online websites, cybersecurity, and other areas, such techniques have already been used. A 'health prediction system' deals with the problem of unexpected changes among hospital patient flows. Emergency occurrences such as 'ambulance arrivals during natural catastrophes' and 'motor vehicle accidents', as well as normal outpatient demand, generate demand for healthcare services in many hospitals. These healthcare related issues can be managed by using ML algorithms. In order to collect important information, this research paper has considered primary quantitative or survey method by considering 78 healthcare professionals to get proper information. © 2022 IEEE.","Artificial Intelligence (AI); Big data; health prediction system; Healthcare services; Machine Learning (ML); survey analysis; Technology; Tumour","Accidents; Big data; Decision making; Domestic appliances; Forecasting; Hospitals; Hybrid systems; Internet of things; mHealth; Smartphones; Surveys; Artificial intelligence; Extracting information; Health prediction system; Healthcare services; Machine learning; Machine learning approaches; Machine-learning; Prediction systems; Survey analysis; Technology; Machine learning",Conference Paper,"Final","",Scopus,2-s2.0-85135480894
"Panesar G.S., Chadha R., Sharma A., Tinna M.S., Gupta A., Puri D.","57340694600;57780472600;57435572900;57194610485;57208468543;57211313102;","Artificial Intelligence in Business Development and Agile SoftwarePaper",2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,"306","311",,,"10.1109/ICACITE53722.2022.9823907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135474166&doi=10.1109%2fICACITE53722.2022.9823907&partnerID=40&md5=3ac49948d462985771b073c32c08cc0c","Chandigarh University, Computer Science and Engineering Department, Chandigarh, India","Panesar, G.S., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India; Chadha, R., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India; Sharma, A., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India; Tinna, M.S., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India; Gupta, A., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India; Puri, D., Chandigarh University, Computer Science and Engineering Department, Chandigarh, India","In this paper, I intend to investigate ways to maintain product quality while providing the goods to the customer as quickly as feasible. We will inspect how the six standards of constant design can help us in guaranteeing to accomplish the most elevated conceivable nature of the completed item in the briefest timeframe conceivable during the improvement interaction It is similarly critical to give great things rapidly for what it's worth to do as such effectively. There are a lot of tactics that we may use to do this, such as availability approaches, which allow us to maintain the best degree of quality that is achievable as a software development team. He describes such tactics, as well as a few methods for delivering the product quickly and integrating a superior driver software architecture in the driver software. India's food-based economy is a significant component of the country's economy. Agricultural production is the principal source of income for the vast majority of the people in this region, and it provides advantages to the whole community as a whole. Farmers are in charge of the production of food, which is a fundamental requirement for human survival. The salesmen are having difficulty finding the appropriate selling price for the shares that they are delivering. This company's losses outweigh its profits. Farmers may sell their goods at the highest offer price according to the stock market notion described above. Farmers that join in this manner will have access to a range of other services, such as assessments, communication with wholesalers, market notifications, and other similar features and benefits. Presumably, There are several applications for predictive analytics, including expert device manufacturing (including speech recognition and artificial vision), legal review, and a variety of other fields. (including legal precedent analysis), automated weapons systems (including drones), and precision agriculture, among others. The world's food demand is growing, and the use of artificial intelligence farming practices will assist to relieve this problem. It would be straightforward to recognize and target weeds using artificial intelligence, and judgments concerning herbicides and the proper buffer zone could be made in a short period of time. It has been decided to incorporate elements of artificial intelligence (AI) in this article. © 2022 IEEE.","Agents; Agile; Component-based Software Engineering (CBSE); Prototyping; SRS Artificial Intelligence (AI)","Agriculture; Artificial intelligence; Commerce; Predictive analytics; Sales; Software agents; Software design; Software prototyping; Agile; Agricultural productions; Business development; Component-based software engineering; Human survival; Products quality; Prototyping; Software development teams; SRS artificial intelligence; Speech recognition",Conference Paper,"Final","",Scopus,2-s2.0-85135474166
"Kumar S., Nithya S., Prethi K.N.A., Singh S., Lourens M., Patil N.","57206762764;57220866292;57220863799;7406401320;56005520200;57759403600;","Role of Machine Learning in Managing Cloud Computing Security",2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,"2366","2369",,,"10.1109/ICACITE53722.2022.9823414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135472930&doi=10.1109%2fICACITE53722.2022.9823414&partnerID=40&md5=46df8ac34d4e429101451787075e5070","Computer Science and Engineering Dr. Apj Abdul Kalam Women's Institute of Technology, Darbhanga, India; Coimbatore Institute of Technology, Department of Computer Science and Engineering, India; Cit, Department of CSE, India; M. M. Engineering College, M. M. (Deemed to Be University), Mullana, Electrical Engineering Department, Ambala, India; Durban University of Technology, Department of Human Resources Management, South Africa; School of Computer Sciences and Engineering, Sandip University, Nashik, India","Kumar, S., Computer Science and Engineering Dr. Apj Abdul Kalam Women's Institute of Technology, Darbhanga, India; Nithya, S., Coimbatore Institute of Technology, Department of Computer Science and Engineering, India; Prethi, K.N.A., Cit, Department of CSE, India; Singh, S., M. M. Engineering College, M. M. (Deemed to Be University), Mullana, Electrical Engineering Department, Ambala, India; Lourens, M., Durban University of Technology, Department of Human Resources Management, South Africa; Patil, N., School of Computer Sciences and Engineering, Sandip University, Nashik, India","Cloud computing is one of the most trending technology through which digitalized data management and storing becomes easier and more effective. However, besides the advancement of technology, data protection is another top priority concerning factor as millions of sensitive data are gets stored and transferred through the cloud computing system. As per the current days of cyber-activities, data security threat in cloud computing have increased, which posses threat in the development of the business. In that field, machine learning based advanced algorithm develop the virtual encrypted environment to protect the data from unauthorized access and hacking. © 2022 IEEE.","Artificial Intelligence; Cloud computing; Data security; DDOC; Encrypted environment; Machine learning","Cloud security; Cybersecurity; Information management; Machine learning; Personal computing; Sensitive data; 'current; Cloud computing securities; Cloud-computing; Computing system; DDOC; Encrypted environment; Machine-learning; Security threats; Sensitive datas; Technology data; Cryptography",Conference Paper,"Final","",Scopus,2-s2.0-85135472930
